away_school_id,home_school_id,away_school_box_score,home_school_box_score,stadium,location,game_timestamp,tv_coverage,betting_line,betting_over_under,stadium_capacity,attendance,away_win_pct,home_win_pct,game_id
96,344,"{'1': '7', '2': '14', '3': '3', '4': '0', 'total': '24'}","{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}",Davis Wade Stadium,"Starkville, MS ",,,,,"Capacity: 61,337","Capacity: 61,337",,,401520371
2567,242,"{'1': '14', '2': '10', '3': '9', '4': '3', 'total': '36'}","{'1': '7', '2': '14', '3': '7', '4': '3', 'total': '31'}",Rice Stadium,"Houston, TX ",,,,,"Capacity: 47,000","Capacity: 47,000",,,401531440
2390,152,"{'1': '3', '2': '3', '3': '0', '4': '0', 'total': '6'}","{'1': '7', '2': '3', '3': '0', '4': '10', 'total': '20'}",Carter-Finley Stadium,"Raleigh, NC ",,,,,"Capacity: 56,919","Capacity: 56,919",,,401525544
98,2638,"{'1': '0', '2': '0', '3': '14', '4': '7', 'total': '21'}","{'1': '0', '2': '3', '3': '0', '4': '10', 'total': '13'}",Sun Bowl,"El Paso, TX ",,,,,"Capacity: 45,971","Capacity: 45,971",,,401520378
24,265,"{'1': '0', '2': '0', '3': '7', '4': '3', 'total': '10'}","{'1': '0', '2': '7', '3': '0', '4': '0', 'total': '7'}",Gesa Field,"Pullman, WA ",,,,,"Capacity: 32,952","Capacity: 32,952",,,401524050
68,278,"{'1': '3', '2': '7', '3': '7', '4': '13', 'total': '30'}","{'1': '10', '2': '10', '3': '7', '4': '10', 'total': '37'}",Bulldog Stadium (CA),"Fresno, CA ",,,,,"Capacity: 40,727","Capacity: 40,727",,,401532608
2050,2459,"{'1': '7', '2': '3', '3': '0', '4': '10', 'total': '20'}","{'1': '0', '2': '10', '3': '0', '4': '7', 'total': '17'}",Huskie Stadium,"Dekalb, IL ",,,,,"Capacity: 23,595","Capacity: 23,595",,,401532437
2117,2711,"{'1': '0', '2': '7', '3': '21', '4': '0', 'total': '28'}","{'1': '7', '2': '14', '3': '0', '4': '17', 'total': '38'}",Waldo Stadium,"Kalamazoo, MI ",,,,,"Capacity: 30,200","Capacity: 30,200",,,401532438
195,2084,"{'1': '0', '2': '0', '3': '10', '4': '10', 'total': '20'}","{'1': '0', '2': '3', '3': '0', '4': '7', 'total': '10'}",UB Stadium,"Buffalo, NY ",,,,,"Capacity: 25,013","Capacity: 25,013",,,401532439
2006,193,"{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}","{'1': '7', '2': '3', '3': '6', '4': '3', 'total': '19'}",Yager Stadium,"Oxford, OH ",,,,,"Capacity: 24,286","Capacity: 24,286",,,401532441
189,2309,"{'1': '14', '2': '14', '3': '0', '4': '21', 'total': '49'}","{'1': '3', '2': '3', '3': '7', '4': '6', 'total': '19'}",Dix Stadium,"Kent, OH ",,,,,"Capacity: 25,319","Capacity: 25,319",,,401532442
2199,2649,"{'1': '0', '2': '3', '3': '6', '4': '14', 'total': '23'}","{'1': '21', '2': '14', '3': '7', '4': '7', 'total': '49'}",Glass Bowl,"Toledo, OH ",,,,,"Capacity: 26,038","Capacity: 26,038",,,401532440
258,97,"{'1': '0', '2': '0', '3': '21', '4': '3', 'total': '24'}","{'1': '7', '2': '7', '3': '0', '4': '17', 'total': '31'}",Cardinal Stadium,"Louisville, KY ",,,,,"Capacity: 60,000","Capacity: 60,000",,,401525546
2572,309,"{'1': '0', '2': '14', '3': '7', '4': '7', 'total': '6'}","{'1': '7', '2': '7', '3': '0', '4': '14', 'total': '3'}",Cajun Field,"Lafayette, LA ",,,,,"Capacity: 41,426","Capacity: 41,426",,,401531911
249,2567,"{'1': '7', '2': '7', '3': '0', '4': '7', 'total': '21'}","{'1': '14', '2': '3', '3': '14', '4': '14', 'total': '45'}",Gerald J. Ford Stadium,"Dallas, TX ",,,,,"Capacity: 32,000","Capacity: 32,000",,,401531437
2751,2439,"{'1': '0', '2': '14', '3': '0', '4': '0', 'total': '14'}","{'1': '21', '2': '0', '3': '7', '4': '6', 'total': '34'}",Allegiant Stadium,"Las Vegas, NV ",,,,,"Capacity: 65,000","Capacity: 65,000",,,401532618
127,194,"{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}","{'1': '14', '2': '21', '3': '3', '4': '0', 'total': '38'}",Ohio Stadium,"Columbus, OH ",,,,,"Capacity: 102,780","Capacity: 102,780",,,401520393
145,61,"{'1': '7', '2': '7', '3': '0', '4': '3', 'total': '17'}","{'1': '14', '2': '14', '3': '10', '4': '14', 'total': '52'}",Sanford Stadium,"Athens, GA ",,,,,"Capacity: 92,746","Capacity: 92,746",,,401520382
130,213,"{'1': '0', '2': '14', '3': '3', '4': '7', 'total': '24'}","{'1': '3', '2': '6', '3': '0', '4': '6', 'total': '15'}",Beaver Stadium,"University Park, PA ",,,,,"Capacity: 106,572","Capacity: 106,572",,,401520394
2390,52,"{'1': '0', '2': '10', '3': '3', '4': '7', 'total': '20'}","{'1': '7', '2': '3', '3': '10', '4': '7', 'total': '27'}",Doak Campbell Stadium,"Tallahassee, FL ",,,,,"Capacity: 79,560","Capacity: 79,560",,,401525550
254,264,"{'1': '7', '2': '21', '3': '0', '4': '0', 'total': '28'}","{'1': '10', '2': '14', '3': '11', '4': '0', 'total': '35'}",Husky Stadium,"Seattle, WA ",,,,,"Capacity: 70,138","Capacity: 70,138",,,401524056
30,2483,"{'1': '7', '2': '7', '3': '0', '4': '13', 'total': '27'}","{'1': '13', '2': '9', '3': '7', '4': '7', 'total': '36'}",Autzen Stadium,"Eugene, OR ",,,,,"Capacity: 54,000","Capacity: 54,000",,,401524053
251,2628,"{'1': '7', '2': '19', '3': '0', '4': '3', 'total': '29'}","{'1': '6', '2': '0', '3': '0', '4': '20', 'total': '26'}",Amon G. Carter Stadium,"Fort Worth, TX ",,,,,"Capacity: 46,000","Capacity: 46,000",,,401525891
333,96,"{'1': '21', '2': '7', '3': '7', '4': '14', 'total': '49'}","{'1': '7', '2': '0', '3': '7', '4': '7', 'total': '21'}",Kroger Field,"Lexington, KY ",,,,,"Capacity: 61,000","Capacity: 61,000",,,401520386
24,204,"{'1': '7', '2': '3', '3': '7', '4': '0', 'total': '17'}","{'1': '14', '2': '20', '3': '21', '4': '7', 'total': '62'}",Reser Stadium,"Corvallis, OR ",,,,,"Capacity: 43,363","Capacity: 43,363",,,401524054
2633,142,"{'1': '0', '2': '7', '3': '0', '4': '0', 'total': '7'}","{'1': '0', '2': '13', '3': '9', '4': '14', 'total': '36'}",Memorial Stadium/Faurot Field,"Columbia, MO ",,,,,"Capacity: 62,621","Capacity: 62,621",,,401520391
197,2116,"{'1': '0', '2': '0', '3': '3', '4': '0', 'total': '3'}","{'1': '14', '2': '10', '3': '14', '4': '7', 'total': '45'}",FBC Mortgage Stadium,"Orlando, FL ",,,,,"Capacity: 44,206","Capacity: 44,206",,,401525892
2641,2305,"{'1': '10', '2': '0', '3': '3', '4': '3', 'total': '16'}","{'1': '0', '2': '0', '3': '0', '4': '13', 'total': '13'}",David Booth Kansas Memorial Stadium,"Lawrence, KS ",,,,,"Capacity: 47,000","Capacity: 47,000",,,401525888
277,201,"{'1': '7', '2': '7', '3': '6', '4': '0', 'total': '20'}","{'1': '14', '2': '17', '3': '14', '4': '14', 'total': '59'}","Memorial Stadium (Norman, OK)","Norman, OK ",,,,,"Capacity: 86,112","Capacity: 86,112",,,401525890
57,99,"{'1': '7', '2': '7', '3': '14', '4': '7', 'total': '35'}","{'1': '7', '2': '10', '3': '21', '4': '14', 'total': '52'}",Tiger Stadium (LA),"Baton Rouge, LA ",,,,,"Capacity: 102,321","Capacity: 102,321",,,401520389
12,38,"{'1': '7', '2': '10', '3': '7', '4': '10', 'total': '34'}","{'1': '14', '2': '10', '3': '7', '4': '0', 'total': '31'}",Folsom Field,"Boulder, CO ",,,,,"Capacity: 50,183","Capacity: 50,183",,,401524052
164,2294,"{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}","{'1': '0', '2': '3', '3': '3', '4': '16', 'total': '22'}",Kinnick Stadium,"Iowa City, IA ",,,,,"Capacity: 69,250","Capacity: 69,250",,,401520384
202,2655,"{'1': '0', '2': '10', '3': '3', '4': '9', 'total': '22'}","{'1': '14', '2': '0', '3': '7', '4': '3', 'total': '24'}",Yulman Stadium,"New Orleans, LA ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401531344
150,153,"{'1': '0', '2': '14', '3': '0', '4': '22', 'total': '9'}","{'1': '10', '2': '6', '3': '3', '4': '17', 'total': '11'}",Kenan Stadium,"Chapel Hill, NC ",,,,,"Capacity: 51,000","Capacity: 51,000",,,401525549
239,2306,"{'1': '7', '2': '6', '3': '6', '4': '6', 'total': '25'}","{'1': '21', '2': '14', '3': '17', '4': '7', 'total': '59'}",Bill Snyder Family Stadium,"Manhattan, KS ",,,,,"Capacity: 50,000","Capacity: 50,000",,,401525889
107,349,"{'1': '0', '2': '0', '3': '0', '4': '14', 'total': '14'}","{'1': '7', '2': '7', '3': '0', '4': '3', 'total': '17'}",Michie Stadium,"West Point, NY ",,,,,"Capacity: 38,000","Capacity: 38,000",,,401520381
84,356,"{'1': '7', '2': '20', '3': '0', '4': '15', 'total': '3'}","{'1': '9', '2': '17', '3': '7', '4': '9', 'total': '6'}","Memorial Stadium (Champaign, IL)","Champaign, IL ",,,,,"Capacity: 60,670","Capacity: 60,670",,,401520383
120,158,"{'1': '0', '2': '7', '3': '0', '4': '6', 'total': '13'}","{'1': '0', '2': '0', '3': '10', '4': '0', 'total': '10'}","Memorial Stadium (Lincoln, NE)","Lincoln, NE ",,,,,"Capacity: 85,458","Capacity: 85,458",,,401520392
238,2579,"{'1': '0', '2': '0', '3': '0', '4': '6', 'total': '6'}","{'1': '6', '2': '7', '3': '14', '4': '20', 'total': '47'}",Williams-Brice Stadium,"Columbia, SC ",,,,,"Capacity: 77,559","Capacity: 77,559",,,401520396
259,103,"{'1': '10', '2': '21', '3': '7', '4': '10', 'total': '48'}","{'1': '7', '2': '0', '3': '8', '4': '7', 'total': '22'}","Alumni Stadium (Chestnut Hill, MA)","Chestnut Hill, MA ",,,,,"Capacity: 44,500","Capacity: 44,500",,,401525547
59,228,"{'1': '7', '2': '0', '3': '0', '4': '14', 'total': '21'}","{'1': '0', '2': '21', '3': '7', '4': '14', 'total': '42'}","Memorial Stadium (Clemson, SC)","Clemson, SC ",,,,,"Capacity: 81,500","Capacity: 81,500",,,401525548
218,58,"{'1': '0', '2': '10', '3': '0', '4': '13', 'total': '23'}","{'1': '17', '2': '3', '3': '7', '4': '0', 'total': '27'}",Raymond James Stadium,"Tampa, FL ",,,,,"Capacity: 65,844","Capacity: 65,844",,,401531393
295,2335,"{'1': '0', '2': '3', '3': '0', '4': '7', 'total': '10'}","{'1': '14', '2': '21', '3': '3', '4': '0', 'total': '38'}",,"Lynchburg, VA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401520388
41,256,"{'1': '0', '2': '3', '3': '3', '4': '0', 'total': '6'}","{'1': '3', '2': '10', '3': '17', '4': '14', 'total': '44'}",,"Harrisonburg, VA ",,,,,"Capacity: 24,877","Capacity: 24,877",,,401520385
152,154,"{'1': '7', '2': '14', '3': '0', '4': '5', 'total': '26'}","{'1': '0', '2': '0', '3': '0', '4': '6', 'total': '6'}",Allegacy Federal Credit Union Stadium,"Winston-Salem, NC ",,,,,"Capacity: 31,500","Capacity: 31,500",,,401525551
235,2429,"{'1': '7', '2': '7', '3': '7', '4': '17', 'total': '6'}","{'1': '0', '2': '17', '3': '7', '4': '14', 'total': '0'}",Jerry Richardson Stadium,"Charlotte, NC ",,,,,"Capacity: 15,300","Capacity: 15,300",,,401531408
2026,2247,"{'1': '7', '2': '14', '3': '7', '4': '14', 'total': '42'}","{'1': '0', '2': '0', '3': '0', '4': '14', 'total': '14'}",,"Atlanta, GA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401531913
2653,2433,"{'1': '7', '2': '14', '3': '3', '4': '21', 'total': '45'}","{'1': '0', '2': '0', '3': '7', '4': '7', 'total': '14'}",,"Monroe, LA ",,,,,"Capacity: 30,427","Capacity: 30,427",,,401531915
2534,2348,"{'1': '7', '2': '7', '3': '14', '4': '14', 'total': '42'}","{'1': '3', '2': '3', '3': '14', '4': '7', 'total': '27'}",Joe Aillet Stadium,"Ruston, LA ",,,,,"Capacity: 28,562","Capacity: 28,562",,,401520387
2440,328,"{'1': '7', '2': '3', '3': '0', '4': '14', 'total': '24'}","{'1': '7', '2': '17', '3': '10', '4': '7', 'total': '41'}",Maverik Stadium,"Logan, UT ",,,,,"Capacity: 25,513","Capacity: 25,513",,,401532615
2229,2393,"{'1': '0', '2': '6', '3': '0', '4': '0', 'total': '6'}","{'1': '17', '2': '14', '3': '0', '4': '9', 'total': '40'}","Johnny ""Red"" Floyd Stadium","Murfreesboro, TN ",,,,,"Capacity: 30,788","Capacity: 30,788",,,401520390
135,2509,"{'1': '10', '2': '10', '3': '0', '4': '10', 'total': '30'}","{'1': '14', '2': '14', '3': '7', '4': '14', 'total': '49'}",Ross-Ade Stadium,"West Lafayette, IN ",,,,,"Capacity: 57,282","Capacity: 57,282",,,401520395
77,275,"{'1': '7', '2': '17', '3': '0', '4': '0', 'total': '24'}","{'1': '3', '2': '0', '3': '0', '4': '7', 'total': '10'}",Camp Randall Stadium,"Madison, WI ",,,,,"Capacity: 80,321","Capacity: 80,321",,,401520398
166,98,"{'1': '3', '2': '14', '3': '7', '4': '14', 'total': '38'}","{'1': '14', '2': '7', '3': '0', '4': '8', 'total': '29'}",Houchens Industries-L.T. Smith Stadium,"Bowling Green, KY ",,,,,"Capacity: 23,776","Capacity: 23,776",,,401520399
221,183,"{'1': '3', '2': '10', '3': '0', '4': '0', 'total': '13'}","{'1': '7', '2': '0', '3': '14', '4': '7', 'total': '28'}",,"Bronx, NY ",,,,,"Capacity: 54,251","Capacity: 54,251",,,401525552
5,2426,"{'1': '3', '2': '3', '3': '0', '4': '0', 'total': '6'}","{'1': '7', '2': '0', '3': '3', '4': '21', 'total': '31'}",Navy-Marine Corps Memorial Stadium,"Annapolis, MD ",,,,,"Capacity: 34,000","Capacity: 34,000",,,401531384
326,324,"{'1': '10', '2': '0', '3': '0', '4': '13', 'total': '23'}","{'1': '7', '2': '14', '3': '7', '4': '3', 'total': '31'}",,"Conway, SC ",,,,,"Capacity: 21,000","Capacity: 21,000",,,401531912
2,8,"{'1': '21', '2': '6', '3': '21', '4': '0', 'total': '48'}","{'1': '3', '2': '0', '3': '0', '4': '7', 'total': '10'}",Razorback Stadium,"Fayetteville, AR ",,,,,"Capacity: 72,000","Capacity: 72,000",,,401520380
265,25,"{'1': '7', '2': '14', '3': '3', '4': '15', 'total': '39'}","{'1': '14', '2': '14', '3': '0', '4': '14', 'total': '42'}",California Memorial Stadium,"Berkeley, CA ",,,,,"Capacity: 62,467","Capacity: 62,467",,,401524051
151,2226,"{'1': '7', '2': '6', '3': '0', '4': '9', 'total': '22'}","{'1': '0', '2': '7', '3': '0', '4': '0', 'total': '7'}",FAU Stadium,"Boca Raton, FL ",,,,,"Capacity: 29,571","Capacity: 29,571",,,401531416
2032,6,"{'1': '3', '2': '0', '3': '3', '4': '8', 'total': '14'}","{'1': '7', '2': '7', '3': '7', '4': '0', 'total': '21'}",Hancock Whitney Stadium,"Mobile, AL ",,,,,"Capacity: 25,450","Capacity: 25,450",,,401531916
2132,248,"{'1': '7', '2': '7', '3': '3', '4': '7', 'total': '24'}","{'1': '0', '2': '7', '3': '0', '4': '7', 'total': '14'}",TDECU Stadium,"Houston, TX ",,,,,"Capacity: 40,000","Capacity: 40,000",,,401525887
290,276,"{'1': '3', '2': '17', '3': '6', '4': '7', 'total': '33'}","{'1': '10', '2': '7', '3': '7', '4': '14', 'total': '38'}",Joan C. Edwards Stadium,"Huntington, WV ",,,,,"Capacity: 38,016","Capacity: 38,016",,,401531914
21,36,"{'1': '0', '2': '0', '3': '6', '4': '13', 'total': '19'}","{'1': '5', '2': '10', '3': '7', '4': '0', 'total': '22'}",,"Fort Collins, CO ",,,,,"Capacity: 36,500","Capacity: 36,500",,,401532617
344,245,"{'1': '7', '2': '3', '3': '0', '4': '0', 'total': '10'}","{'1': '17', '2': '17', '3': '14', '4': '3', 'total': '51'}",Kyle Field,"College Station, TX ",,,,,"Capacity: 102,733","Capacity: 102,733",,,401520397
242,2636,"{'1': '0', '2': '7', '3': '0', '4': '7', 'total': '14'}","{'1': '3', '2': '7', '3': '21', '4': '3', 'total': '34'}",Alamodome,"San Antonio, TX ",,,,,"Capacity: 36,582","Capacity: 36,582",,,401531400
9,26,"{'1': '0', '2': '3', '3': '7', '4': '7', 'total': '17'}","{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}",Rose Bowl,"Pasadena, CA ",,,,,"Capacity: 88,565","Capacity: 88,565",,,401524055
167,68,"{'1': '7', '2': '7', '3': '0', '4': '0', 'total': '14'}","{'1': '15', '2': '17', '3': '7', '4': '3', 'total': '42'}",Albertsons Stadium,"Boise, ID ",,,,,"Capacity: 36,387","Capacity: 36,387",,,401532616
66,252,"{'1': '17', '2': '14', '3': '14', '4': '0', 'total': '45'}","{'1': '7', '2': '0', '3': '6', '4': '0', 'total': '13'}",LaVell Edwards Stadium,"Provo, UT ",,,,,"Capacity: 63,470","Capacity: 63,470",,,401525886
278,23,"{'1': '3', '2': '7', '3': '0', '4': '8', 'total': '18'}","{'1': '21', '2': '7', '3': '7', '4': '7', 'total': '42'}",CEFCU Stadium,"San Jose, CA ",,,,,"Capacity: 30,456","Capacity: 30,456",,,401532614
2005,62,"{'1': '0', '2': '3', '3': '7', '4': '3', 'total': '13'}","{'1': '7', '2': '6', '3': '7', '4': '7', 'total': '27'}",,"Honolulu, HI ",,,,,"Capacity: 17,000","Capacity: 17,000",,,401532613
2649,189,"{'1': '7', '2': '3', '3': '7', '4': '15', 'total': '32'}","{'1': '14', '2': '14', '3': '0', '4': '3', 'total': '31'}",Doyt L. Perry Stadium,"Bowling Green, OH ",,,,,"Capacity: 24,000","Capacity: 24,000",,,401532443
2711,2459,"{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}","{'1': '7', '2': '7', '3': '7', '4': '3', 'total': '24'}",Huskie Stadium,"Dekalb, IL ",,,,,"Capacity: 23,595","Capacity: 23,595",,,401532444
2006,2199,"{'1': '0', '2': '14', '3': '0', '4': '3', 'total': '10'}","{'1': '0', '2': '14', '3': '0', '4': '3', 'total': '13'}",Rynearson Stadium,"Ypsilanti, MI ",,,,,"Capacity: 30,200","Capacity: 30,200",,,401532445
2117,195,"{'1': '0', '2': '7', '3': '7', '4': '6', 'total': '20'}","{'1': '10', '2': '7', '3': '14', '4': '3', 'total': '34'}",Peden Stadium,"Athens, OH ",,,,,"Capacity: 24,000","Capacity: 24,000",,,401532446
2084,193,"{'1': '0', '2': '3', '3': '7', '4': '0', 'total': '10'}","{'1': '0', '2': '10', '3': '3', '4': '10', 'total': '23'}",Yager Stadium,"Oxford, OH ",,,,,"Capacity: 24,286","Capacity: 24,286",,,401532447
103,221,"{'1': '3', '2': '3', '3': '7', '4': '3', 'total': '16'}","{'1': '3', '2': '7', '3': '7', '4': '7', 'total': '24'}",Acrisure Stadium,"Pittsburgh, PA ",,,,,"Capacity: 68,400","Capacity: 68,400",,,401525553
58,2636,"{'1': '7', '2': '7', '3': '7', '4': '0', 'total': '21'}","{'1': '7', '2': '21', '3': '14', '4': '7', 'total': '49'}",Alamodome,"San Antonio, TX ",,,,,"Capacity: 36,582","Capacity: 36,582",,,401531401
38,265,"{'1': '7', '2': '0', '3': '0', '4': '7', 'total': '14'}","{'1': '21', '2': '21', '3': '14', '4': '0', 'total': '56'}",Gesa Field,"Pullman, WA ",,,,,"Capacity: 32,952","Capacity: 32,952",,,401524057
61,2633,"{'1': '10', '2': '14', '3': '14', '4': '0', 'total': '38'}","{'1': '7', '2': '3', '3': '0', '4': '0', 'total': '10'}",Neyland Stadium,"Knoxville, TN ",,,,,"Capacity: 101,915","Capacity: 101,915",,,401520419
135,194,"{'1': '0', '2': '0', '3': '0', '4': '3', 'total': '3'}","{'1': '7', '2': '6', '3': '17', '4': '7', 'total': '37'}",Ohio Stadium,"Columbus, OH ",,,,,"Capacity: 102,780","Capacity: 102,780",,,401520415
130,120,"{'1': '16', '2': '7', '3': '6', '4': '2', 'total': '31'}","{'1': '3', '2': '7', '3': '14', '4': '0', 'total': '24'}",SECU Stadium,"College Park, MD ",,,,,"Capacity: 54,000","Capacity: 54,000",,,401520410
2453,52,"{'1': '13', '2': '0', '3': '0', '4': '0', 'total': '13'}","{'1': '0', '2': '24', '3': '14', '4': '20', 'total': '58'}",Doak Campbell Stadium,"Tallahassee, FL ",,,,,"Capacity: 79,560","Capacity: 79,560",,,401525556
264,204,"{'1': '9', '2': '13', '3': '0', '4': '0', 'total': '22'}","{'1': '7', '2': '3', '3': '7', '4': '3', 'total': '20'}",Reser Stadium,"Corvallis, OR ",,,,,"Capacity: 43,363","Capacity: 43,363",,,401524060
2483,9,"{'1': '21', '2': '21', '3': '0', '4': '7', 'total': '49'}","{'1': '0', '2': '0', '3': '3', '4': '10', 'total': '13'}",Mountain America Stadium,"Tempe, AZ ",,,,,"Capacity: 53,599","Capacity: 53,599",,,401524059
251,66,"{'1': '0', '2': '6', '3': '9', '4': '11', 'total': '26'}","{'1': '3', '2': '0', '3': '6', '4': '7', 'total': '16'}",Jack Trice Stadium,"Ames, IA ",,,,,"Capacity: 61,500","Capacity: 61,500",,,401525895
236,333,"{'1': '0', '2': '7', '3': '3', '4': '0', 'total': '10'}","{'1': '21', '2': '17', '3': '14', '4': '14', 'total': '66'}",Bryant-Denny Stadium,"Tuscaloosa, AL ",,,,,"Capacity: 100,077","Capacity: 100,077",,,401520401
57,142,"{'1': '7', '2': '0', '3': '14', '4': '10', 'total': '31'}","{'1': '3', '2': '10', '3': '10', '4': '10', 'total': '33'}",Memorial Stadium/Faurot Field,"Columbia, MO ",,,,,"Capacity: 62,621","Capacity: 62,621",,,401520413
97,2390,"{'1': '14', '2': '6', '3': '3', '4': '15', 'total': '38'}","{'1': '14', '2': '7', '3': '7', '4': '3', 'total': '31'}",Hard Rock Stadium,"Miami Gardens, FL ",,,,,"Capacity: 64,992","Capacity: 64,992",,,401525558
164,213,"{'1': '3', '2': '3', '3': '0', '4': '0', 'total': '6'}","{'1': '0', '2': '10', '3': '3', '4': '14', 'total': '27'}",Beaver Stadium,"University Park, PA ",,,,,"Capacity: 106,572","Capacity: 106,572",,,401520417
2433,145,"{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}","{'1': '7', '2': '0', '3': '21', '4': '7', 'total': '35'}",Vaught-Hemingway Stadium,"Oxford, MS ",,,,,"Capacity: 64,038","Capacity: 64,038",,,401520416
201,252,"{'1': '7', '2': '10', '3': '7', '4': '7', 'total': '31'}","{'1': '7', '2': '10', '3': '7', '4': '0', 'total': '24'}",LaVell Edwards Stadium,"Provo, UT ",,,,,"Capacity: 63,470","Capacity: 63,470",,,401525893
2247,99,"{'1': '7', '2': '7', '3': '0', '4': '0', 'total': '14'}","{'1': '14', '2': '21', '3': '7', '4': '14', 'total': '56'}",Tiger Stadium (LA),"Baton Rouge, LA ",,,,,"Capacity: 102,321","Capacity: 102,321",,,401520409
356,2294,"{'1': '3', '2': '7', '3': '0', '4': '3', 'total': '13'}","{'1': '2', '2': '7', '3': '0', '4': '6', 'total': '15'}",Kinnick Stadium,"Iowa City, IA ",,,,,"Capacity: 69,250","Capacity: 69,250",,,401520406
254,12,"{'1': '0', '2': '7', '3': '3', '4': '8', 'total': '18'}","{'1': '21', '2': '7', '3': '0', '4': '14', 'total': '42'}",Arizona Stadium,"Tucson, AZ ",,,,,"Capacity: 50,782","Capacity: 50,782",,,401524058
154,87,"{'1': '0', '2': '7', '3': '0', '4': '0', 'total': '7'}","{'1': '7', '2': '10', '3': '14', '4': '14', 'total': '45'}",Notre Dame Stadium,"Notre Dame, IN ",,,,,"Capacity: 80,795","Capacity: 80,795",,,401525442
153,228,"{'1': '7', '2': '0', '3': '7', '4': '6', 'total': '20'}","{'1': '0', '2': '14', '3': '14', '4': '3', 'total': '31'}","Memorial Stadium (Clemson, SC)","Clemson, SC ",,,,,"Capacity: 81,500","Capacity: 81,500",,,401525554
2306,2305,"{'1': '7', '2': '9', '3': '8', '4': '7', 'total': '31'}","{'1': '7', '2': '13', '3': '7', '4': '0', 'total': '27'}",David Booth Kansas Memorial Stadium,"Lawrence, KS ",,,,,"Capacity: 47,000","Capacity: 47,000",,,401525896
197,248,"{'1': '3', '2': '16', '3': '14', '4': '10', 'total': '43'}","{'1': '14', '2': '9', '3': '0', '4': '7', 'total': '30'}",TDECU Stadium,"Houston, TX ",,,,,"Capacity: 40,000","Capacity: 40,000",,,401525894
2655,2226,"{'1': '7', '2': '7', '3': '10', '4': '0', 'total': '24'}","{'1': '0', '2': '0', '3': '0', '4': '8', 'total': '8'}",FAU Stadium,"Boca Raton, FL ",,,,,"Capacity: 29,571","Capacity: 29,571",,,401531375
324,349,"{'1': '7', '2': '7', '3': '0', '4': '7', 'total': '21'}","{'1': '7', '2': '14', '3': '7', '4': '0', 'total': '28'}",Michie Stadium,"West Point, NY ",,,,,"Capacity: 38,000","Capacity: 38,000",,,401520403
127,84,"{'1': '7', '2': '7', '3': '0', '4': '10', 'total': '24'}","{'1': '0', '2': '7', '3': '7', '4': '7', 'total': '21'}","Memorial Stadium (Bloomington, IN)","Bloomington, IN ",,,,,"Capacity: 52,656","Capacity: 52,656",,,401520405
2572,344,"{'1': '7', '2': '0', '3': '0', '4': '13', 'total': '20'}","{'1': '3', '2': '13', '3': '7', '4': '18', 'total': '41'}",Davis Wade Stadium,"Starkville, MS ",,,,,"Capacity: 61,337","Capacity: 61,337",,,401520412
2509,77,"{'1': '0', '2': '0', '3': '7', '4': '8', 'total': '15'}","{'1': '6', '2': '0', '3': '10', '4': '7', 'total': '23'}",Ryan Field,"Evanston, IL ",,,,,"Capacity: 47,130","Capacity: 47,130",,,401520414
2000,245,"{'1': '7', '2': '0', '3': '0', '4': '3', 'total': '10'}","{'1': '7', '2': '10', '3': '7', '4': '14', 'total': '38'}",Kyle Field,"College Station, TX ",,,,,"Capacity: 102,733","Capacity: 102,733",,,401520420
2529,41,"{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}","{'1': '17', '2': '7', '3': '0', '4': '7', 'total': '31'}",Pratt & Whitney Stadium,"East Hartford, CT ",,,,,"Capacity: 40,000","Capacity: 40,000",,,401520421
151,2426,"{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}","{'1': '7', '2': '0', '3': '0', '4': '3', 'total': '10'}",Navy-Marine Corps Memorial Stadium,"Annapolis, MD ",,,,,"Capacity: 34,000","Capacity: 34,000",,,401531417
2567,235,"{'1': '7', '2': '7', '3': '14', '4': '10', 'total': '38'}","{'1': '10', '2': '3', '3': '8', '4': '13', 'total': '34'}",Simmons Bank Liberty Stadium,"Memphis, TN ",,,,,"Capacity: 58,325","Capacity: 58,325",,,401531431
113,2335,"{'1': '0', '2': '10', '3': '0', '4': '15', 'total': '25'}","{'1': '21', '2': '14', '3': '7', '4': '7', 'total': '49'}",,"Lynchburg, VA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401520408
2348,55,"{'1': '7', '2': '3', '3': '7', '4': '0', 'total': '17'}","{'1': '21', '2': '21', '3': '14', '4': '0', 'total': '56'}",,"Jacksonville, AL ",,,,,"Capacity: 24,000","Capacity: 24,000",,,401520407
